antecedents,consequents,ant_len,cons_len,support,confidence,lift,antecedents_tagged,consequents_tagged
朝鮮國王,"大學士, 諸王",1,2,0.06200527704485488,0.8545454545454546,11.168025078369908,朝鮮國王(PER),"大學士(OFF), 諸王(OFF)"
"大學士, 諸王",朝鮮國王,2,1,0.06200527704485488,0.810344827586207,11.168025078369908,"大學士(OFF), 諸王(OFF)",朝鮮國王(PER)
"正月, 王",元旦,2,1,0.05013192612137203,0.926829268292683,11.151374370886566,"正月(DATE), 王(OFF)",元旦(DATE)
"正月, 蒙古",元旦,2,1,0.05013192612137203,0.926829268292683,11.151374370886566,"正月(DATE), 蒙古(GRP)",元旦(DATE)
元旦,"正月, 王",1,2,0.05013192612137203,0.6031746031746031,11.151374370886565,元旦(DATE),"正月(DATE), 王(OFF)"
元旦,"正月, 蒙古",1,2,0.05013192612137203,0.6031746031746031,11.151374370886565,元旦(DATE),"正月(DATE), 蒙古(GRP)"
正月,"王, 藩王",1,2,0.05013192612137203,0.5588235294117647,11.147058823529413,正月(DATE),"王(OFF), 藩王(OFF)"
正月,"滿洲, 藩王",1,2,0.05013192612137203,0.5588235294117647,11.147058823529413,正月(DATE),"滿洲(GRP), 藩王(OFF)"
正月,"元旦, 王",1,2,0.05013192612137203,0.5588235294117647,11.147058823529413,正月(DATE),"元旦(DATE), 王(OFF)"
正月,"元旦, 蒙古",1,2,0.05013192612137203,0.5588235294117647,11.147058823529413,正月(DATE),"元旦(DATE), 蒙古(GRP)"
"八旗, 貝勒貝子",正月,2,1,0.055408970976253295,1.0,11.147058823529411,"八旗(SYS), 貝勒貝子(OFF)",正月(DATE)
"滿洲, 貝勒貝子",正月,2,1,0.051451187335092345,1.0,11.147058823529411,"滿洲(GRP), 貝勒貝子(OFF)",正月(DATE)
"元旦, 藩王",正月,2,1,0.06992084432717678,1.0,11.147058823529411,"元旦(DATE), 藩王(OFF)",正月(DATE)
"八旗, 藩王",正月,2,1,0.05408970976253298,1.0,11.147058823529411,"八旗(SYS), 藩王(OFF)",正月(DATE)
"王, 藩王",正月,2,1,0.05013192612137203,1.0,11.147058823529411,"王(OFF), 藩王(OFF)",正月(DATE)
"堂子, 藩王",正月,2,1,0.06728232189973615,1.0,11.147058823529411,"堂子(LOC), 藩王(OFF)",正月(DATE)
"滿洲, 藩王",正月,2,1,0.05013192612137203,1.0,11.147058823529411,"滿洲(GRP), 藩王(OFF)",正月(DATE)
"藩王, 貝勒貝子",正月,2,1,0.0633245382585752,1.0,11.147058823529411,"藩王(OFF), 貝勒貝子(OFF)",正月(DATE)
"藩王, 諸王",正月,2,1,0.06200527704485488,1.0,11.147058823529411,"藩王(OFF), 諸王(OFF)",正月(DATE)
"元旦, 實錄",正月,2,1,0.05408970976253298,1.0,11.147058823529411,"元旦(DATE), 實錄(SYS)",正月(DATE)
"元旦, 王",正月,2,1,0.05013192612137203,1.0,11.147058823529411,"元旦(DATE), 王(OFF)",正月(DATE)
"元旦, 貝勒貝子",正月,2,1,0.06992084432717678,1.0,11.147058823529411,"元旦(DATE), 貝勒貝子(OFF)",正月(DATE)
"元旦, 諸王",正月,2,1,0.06992084432717678,1.0,11.147058823529411,"元旦(DATE), 諸王(OFF)",正月(DATE)
"元旦, 大學士",正月,2,1,0.06860158311345646,1.0,11.147058823529411,"元旦(DATE), 大學士(OFF)",正月(DATE)
"元旦, 蒙古",正月,2,1,0.05013192612137203,1.0,11.147058823529411,"元旦(DATE), 蒙古(GRP)",正月(DATE)
"元旦, 堂子",正月,2,1,0.07519788918205805,1.0,11.147058823529411,"元旦(DATE), 堂子(LOC)",正月(DATE)
"堂子, 朔",正月,2,1,0.07519788918205805,1.0,11.147058823529411,"堂子(LOC), 朔(DATE)",正月(DATE)
"八旗, 堂子",正月,2,1,0.055408970976253295,1.0,11.147058823529411,"八旗(SYS), 堂子(LOC)",正月(DATE)
"堂子, 滿洲",正月,2,1,0.052770448548812667,1.0,11.147058823529411,"堂子(LOC), 滿洲(GRP)",正月(DATE)
"堂子, 大學士",正月,2,1,0.06728232189973615,1.0,11.147058823529411,"堂子(LOC), 大學士(OFF)",正月(DATE)
朝鮮國王,正月,1,1,0.07255936675461741,1.0,11.147058823529411,朝鮮國王(PER),正月(DATE)
"元旦, 朝鮮國王",正月,2,1,0.07255936675461741,1.0,11.147058823529411,"元旦(DATE), 朝鮮國王(PER)",正月(DATE)
"康熙, 朝鮮國王",正月,2,1,0.07255936675461741,1.0,11.147058823529411,"康熙(DATE), 朝鮮國王(PER)",正月(DATE)
"堂子, 朝鮮國王",正月,2,1,0.0712401055408971,1.0,11.147058823529411,"堂子(LOC), 朝鮮國王(PER)",正月(DATE)
"朔, 朝鮮國王",正月,2,1,0.0712401055408971,1.0,11.147058823529411,"朔(DATE), 朝鮮國王(PER)",正月(DATE)
"朝鮮國王, 藩王",正月,2,1,0.0633245382585752,1.0,11.147058823529411,"朝鮮國王(PER), 藩王(OFF)",正月(DATE)
"八旗, 朝鮮國王",正月,2,1,0.05408970976253298,1.0,11.147058823529411,"八旗(SYS), 朝鮮國王(PER)",正月(DATE)
"朝鮮國王, 滿洲",正月,2,1,0.052770448548812667,1.0,11.147058823529411,"朝鮮國王(PER), 滿洲(GRP)",正月(DATE)
"朝鮮國王, 貝勒貝子",正月,2,1,0.06464379947229551,1.0,11.147058823529411,"朝鮮國王(PER), 貝勒貝子(OFF)",正月(DATE)
"朝鮮國王, 諸王",正月,2,1,0.0633245382585752,1.0,11.147058823529411,"朝鮮國王(PER), 諸王(OFF)",正月(DATE)
"大學士, 朝鮮國王",正月,2,1,0.0633245382585752,1.0,11.147058823529411,"大學士(OFF), 朝鮮國王(PER)",正月(DATE)
正月,"元旦, 堂子",1,2,0.07519788918205805,0.8382352941176471,11.147058823529411,正月(DATE),"元旦(DATE), 堂子(LOC)"
正月,"堂子, 朔",1,2,0.07519788918205805,0.8382352941176471,11.147058823529411,正月(DATE),"堂子(LOC), 朔(DATE)"
正月,朝鮮國王,1,1,0.07255936675461741,0.8088235294117646,11.147058823529411,正月(DATE),朝鮮國王(PER)
正月,"元旦, 朝鮮國王",1,2,0.07255936675461741,0.8088235294117646,11.147058823529411,正月(DATE),"元旦(DATE), 朝鮮國王(PER)"
正月,"康熙, 朝鮮國王",1,2,0.07255936675461741,0.8088235294117646,11.147058823529411,正月(DATE),"康熙(DATE), 朝鮮國王(PER)"
正月,"堂子, 朝鮮國王",1,2,0.0712401055408971,0.7941176470588236,11.147058823529411,正月(DATE),"堂子(LOC), 朝鮮國王(PER)"
正月,"朔, 朝鮮國王",1,2,0.0712401055408971,0.7941176470588236,11.147058823529411,正月(DATE),"朔(DATE), 朝鮮國王(PER)"
正月,"元旦, 藩王",1,2,0.06992084432717678,0.7794117647058824,11.147058823529411,正月(DATE),"元旦(DATE), 藩王(OFF)"
正月,"元旦, 貝勒貝子",1,2,0.06992084432717678,0.7794117647058824,11.147058823529411,正月(DATE),"元旦(DATE), 貝勒貝子(OFF)"
正月,"元旦, 諸王",1,2,0.06992084432717678,0.7794117647058824,11.147058823529411,正月(DATE),"元旦(DATE), 諸王(OFF)"
正月,"元旦, 大學士",1,2,0.06860158311345646,0.7647058823529411,11.147058823529411,正月(DATE),"元旦(DATE), 大學士(OFF)"
正月,"堂子, 藩王",1,2,0.06728232189973615,0.75,11.147058823529411,正月(DATE),"堂子(LOC), 藩王(OFF)"
正月,"堂子, 大學士",1,2,0.06728232189973615,0.75,11.147058823529411,正月(DATE),"堂子(LOC), 大學士(OFF)"
正月,"朝鮮國王, 貝勒貝子",1,2,0.06464379947229551,0.7205882352941175,11.147058823529411,正月(DATE),"朝鮮國王(PER), 貝勒貝子(OFF)"
正月,"藩王, 貝勒貝子",1,2,0.0633245382585752,0.7058823529411765,11.147058823529411,正月(DATE),"藩王(OFF), 貝勒貝子(OFF)"
正月,"朝鮮國王, 藩王",1,2,0.0633245382585752,0.7058823529411765,11.147058823529411,正月(DATE),"朝鮮國王(PER), 藩王(OFF)"
正月,"朝鮮國王, 諸王",1,2,0.0633245382585752,0.7058823529411765,11.147058823529411,正月(DATE),"朝鮮國王(PER), 諸王(OFF)"
正月,"大學士, 朝鮮國王",1,2,0.0633245382585752,0.7058823529411765,11.147058823529411,正月(DATE),"大學士(OFF), 朝鮮國王(PER)"
正月,"藩王, 諸王",1,2,0.06200527704485488,0.6911764705882353,11.147058823529411,正月(DATE),"藩王(OFF), 諸王(OFF)"
正月,"八旗, 貝勒貝子",1,2,0.055408970976253295,0.6176470588235293,11.147058823529411,正月(DATE),"八旗(SYS), 貝勒貝子(OFF)"
正月,"八旗, 堂子",1,2,0.055408970976253295,0.6176470588235293,11.147058823529411,正月(DATE),"八旗(SYS), 堂子(LOC)"
正月,"八旗, 藩王",1,2,0.05408970976253298,0.6029411764705882,11.147058823529411,正月(DATE),"八旗(SYS), 藩王(OFF)"
正月,"元旦, 實錄",1,2,0.05408970976253298,0.6029411764705882,11.147058823529411,正月(DATE),"元旦(DATE), 實錄(SYS)"
正月,"八旗, 朝鮮國王",1,2,0.05408970976253298,0.6029411764705882,11.147058823529411,正月(DATE),"八旗(SYS), 朝鮮國王(PER)"
正月,"堂子, 滿洲",1,2,0.052770448548812667,0.5882352941176471,11.147058823529411,正月(DATE),"堂子(LOC), 滿洲(GRP)"
正月,"朝鮮國王, 滿洲",1,2,0.052770448548812667,0.5882352941176471,11.147058823529411,正月(DATE),"朝鮮國王(PER), 滿洲(GRP)"
正月,"滿洲, 貝勒貝子",1,2,0.051451187335092345,0.5735294117647058,11.147058823529411,正月(DATE),"滿洲(GRP), 貝勒貝子(OFF)"
堂子,"諸王, 貝勒貝子",1,2,0.06860158311345646,0.8813559322033898,11.134463276836158,堂子(LOC),"諸王(OFF), 貝勒貝子(OFF)"
"諸王, 貝勒貝子",堂子,2,1,0.06860158311345646,0.8666666666666666,11.134463276836158,"諸王(OFF), 貝勒貝子(OFF)",堂子(LOC)
"內閣, 學士",兼禮部,2,1,0.05013192612137203,0.5846153846153846,11.07846153846154,"內閣(OFF), 學士(OFF)",兼禮部(OFF)
兼禮部,"內閣, 學士",1,2,0.05013192612137203,0.95,11.078461538461537,兼禮部(OFF),"內閣(OFF), 學士(OFF)"
"大學士, 諸王",堂子,2,1,0.06596306068601583,0.8620689655172414,11.075394506136762,"大學士(OFF), 諸王(OFF)",堂子(LOC)
堂子,"大學士, 諸王",1,2,0.06596306068601583,0.847457627118644,11.075394506136762,堂子(LOC),"大學士(OFF), 諸王(OFF)"
藩王,"康熙, 正月",1,2,0.06992084432717678,0.9464285714285714,11.036813186813186,藩王(OFF),"康熙(DATE), 正月(DATE)"
"康熙, 正月",藩王,2,1,0.06992084432717678,0.8153846153846154,11.036813186813186,"康熙(DATE), 正月(DATE)",藩王(OFF)
"諸王, 貝勒貝子",朝鮮國王,2,1,0.0633245382585752,0.8,11.025454545454547,"諸王(OFF), 貝勒貝子(OFF)",朝鮮國王(PER)
朝鮮國王,"諸王, 貝勒貝子",1,2,0.0633245382585752,0.8727272727272728,11.025454545454545,朝鮮國王(PER),"諸王(OFF), 貝勒貝子(OFF)"
藩王,"康熙, 貝勒貝子",1,2,0.0633245382585752,0.8571428571428572,11.012106537530267,藩王(OFF),"康熙(DATE), 貝勒貝子(OFF)"
"康熙, 貝勒貝子",藩王,2,1,0.0633245382585752,0.8135593220338984,11.012106537530267,"康熙(DATE), 貝勒貝子(OFF)",藩王(OFF)
藩王,"大學士, 貝勒貝子",1,2,0.06200527704485488,0.8392857142857143,10.9685960591133,藩王(OFF),"大學士(OFF), 貝勒貝子(OFF)"
"大學士, 貝勒貝子",藩王,2,1,0.06200527704485488,0.810344827586207,10.9685960591133,"大學士(OFF), 貝勒貝子(OFF)",藩王(OFF)
十月,"太廟, 福陵",1,2,0.08047493403693931,0.8970588235294117,10.967267552182163,十月(DATE),"太廟(LOC), 福陵(LOC)"
十月,"太廟, 昭陵",1,2,0.08047493403693931,0.8970588235294117,10.967267552182163,十月(DATE),"太廟(LOC), 昭陵(LOC)"
十月,"太廟, 永陵",1,2,0.08047493403693931,0.8970588235294117,10.967267552182163,十月(DATE),"太廟(LOC), 永陵(LOC)"
正月,"元旦, 康熙",1,2,0.08047493403693931,0.8970588235294117,10.967267552182163,正月(DATE),"元旦(DATE), 康熙(DATE)"
"太廟, 福陵",十月,2,1,0.08047493403693931,0.9838709677419354,10.967267552182161,"太廟(LOC), 福陵(LOC)",十月(DATE)
"太廟, 昭陵",十月,2,1,0.08047493403693931,0.9838709677419354,10.967267552182161,"太廟(LOC), 昭陵(LOC)",十月(DATE)
"太廟, 永陵",十月,2,1,0.08047493403693931,0.9838709677419354,10.967267552182161,"太廟(LOC), 永陵(LOC)",十月(DATE)
"元旦, 康熙",正月,2,1,0.08047493403693931,0.9838709677419354,10.967267552182161,"元旦(DATE), 康熙(DATE)",正月(DATE)
"實錄, 正月",元旦,2,1,0.05408970976253298,0.9111111111111111,10.962257495590828,"實錄(SYS), 正月(DATE)",元旦(DATE)
元旦,"實錄, 正月",1,2,0.05408970976253298,0.6507936507936507,10.962257495590828,元旦(DATE),"實錄(SYS), 正月(DATE)"
"堂子, 康熙",正月,2,1,0.07519788918205805,0.9827586206896552,10.954868154158216,"堂子(LOC), 康熙(DATE)",正月(DATE)
正月,"堂子, 康熙",1,2,0.07519788918205805,0.8382352941176471,10.954868154158216,正月(DATE),"堂子(LOC), 康熙(DATE)"
"堂子, 貝勒貝子",正月,2,1,0.06860158311345646,0.981132075471698,10.936736958934516,"堂子(LOC), 貝勒貝子(OFF)",正月(DATE)
正月,"堂子, 貝勒貝子",1,2,0.06860158311345646,0.7647058823529411,10.936736958934516,正月(DATE),"堂子(LOC), 貝勒貝子(OFF)"
"堂子, 諸王",正月,2,1,0.06728232189973615,0.980769230769231,10.93269230769231,"堂子(LOC), 諸王(OFF)",正月(DATE)
正月,"堂子, 諸王",1,2,0.06728232189973615,0.75,10.932692307692308,正月(DATE),"堂子(LOC), 諸王(OFF)"
"大學士, 藩王",正月,2,1,0.06200527704485488,0.9791666666666666,10.914828431372548,"大學士(OFF), 藩王(OFF)",正月(DATE)
"堂子, 藩王",貝勒貝子,2,1,0.06200527704485488,0.9215686274509803,10.914828431372548,"堂子(LOC), 藩王(OFF)",貝勒貝子(OFF)
貝勒貝子,"堂子, 藩王",1,2,0.06200527704485488,0.734375,10.914828431372548,貝勒貝子(OFF),"堂子(LOC), 藩王(OFF)"
正月,"大學士, 藩王",1,2,0.06200527704485488,0.6911764705882353,10.914828431372548,正月(DATE),"大學士(OFF), 藩王(OFF)"
"滿洲, 諸王",元旦,2,1,0.051451187335092345,0.9069767441860465,10.9125138427464,"滿洲(GRP), 諸王(OFF)",元旦(DATE)
元旦,"滿洲, 諸王",1,2,0.051451187335092345,0.619047619047619,10.9125138427464,元旦(DATE),"滿洲(GRP), 諸王(OFF)"
"八旗, 大學士",朝鮮國王,2,1,0.05013192612137203,0.7916666666666666,10.91060606060606,"八旗(SYS), 大學士(OFF)",朝鮮國王(PER)
朝鮮國王,"八旗, 大學士",1,2,0.05013192612137203,0.6909090909090909,10.91060606060606,朝鮮國王(PER),"八旗(SYS), 大學士(OFF)"
"元旦, 八旗",正月,2,1,0.06068601583113457,0.9787234042553192,10.909887359198999,"元旦(DATE), 八旗(SYS)",正月(DATE)
正月,"元旦, 八旗",1,2,0.06068601583113457,0.6764705882352942,10.909887359198999,正月(DATE),"元旦(DATE), 八旗(SYS)"
"堂子, 實錄",正月,2,1,0.05013192612137203,0.9743589743589745,10.861236802413273,"堂子(LOC), 實錄(SYS)",正月(DATE)
正月,"堂子, 實錄",1,2,0.05013192612137203,0.5588235294117647,10.861236802413273,正月(DATE),"堂子(LOC), 實錄(SYS)"
"朝鮮國王, 藩王",貝勒貝子,2,1,0.05804749340369393,0.9166666666666666,10.856770833333334,"朝鮮國王(PER), 藩王(OFF)",貝勒貝子(OFF)
貝勒貝子,"朝鮮國王, 藩王",1,2,0.05804749340369393,0.6875,10.856770833333332,貝勒貝子(OFF),"朝鮮國王(PER), 藩王(OFF)"
"實錄, 正月",堂子,2,1,0.05013192612137203,0.8444444444444444,10.848964218455743,"實錄(SYS), 正月(DATE)",堂子(LOC)
堂子,"實錄, 正月",1,2,0.05013192612137203,0.6440677966101694,10.848964218455743,堂子(LOC),"實錄(SYS), 正月(DATE)"
"八旗, 正月",貝勒貝子,2,1,0.055408970976253295,0.9130434782608695,10.813858695652174,"八旗(SYS), 正月(DATE)",貝勒貝子(OFF)
貝勒貝子,"八旗, 正月",1,2,0.055408970976253295,0.65625,10.813858695652174,貝勒貝子(OFF),"八旗(SYS), 正月(DATE)"
"康熙, 貝勒貝子",元旦,2,1,0.06992084432717678,0.8983050847457628,10.808178638687114,"康熙(DATE), 貝勒貝子(OFF)",元旦(DATE)
元旦,"康熙, 貝勒貝子",1,2,0.06992084432717678,0.8412698412698412,10.808178638687112,元旦(DATE),"康熙(DATE), 貝勒貝子(OFF)"
貝勒貝子,"堂子, 朔",1,2,0.06860158311345646,0.8125,10.804824561403509,貝勒貝子(OFF),"堂子(LOC), 朔(DATE)"
貝勒貝子,"堂子, 正月",1,2,0.06860158311345646,0.8125,10.804824561403509,貝勒貝子(OFF),"堂子(LOC), 正月(DATE)"
貝勒貝子,"元旦, 堂子",1,2,0.06860158311345646,0.8125,10.804824561403509,貝勒貝子(OFF),"元旦(DATE), 堂子(LOC)"
"堂子, 朔",貝勒貝子,2,1,0.06860158311345646,0.9122807017543858,10.804824561403507,"堂子(LOC), 朔(DATE)",貝勒貝子(OFF)
"堂子, 正月",貝勒貝子,2,1,0.06860158311345646,0.9122807017543858,10.804824561403507,"堂子(LOC), 正月(DATE)",貝勒貝子(OFF)
"元旦, 堂子",貝勒貝子,2,1,0.06860158311345646,0.9122807017543858,10.804824561403507,"元旦(DATE), 堂子(LOC)",貝勒貝子(OFF)
元旦,正月,1,1,0.08047493403693931,0.9682539682539681,10.793183940242763,元旦(DATE),正月(DATE)
正月,元旦,1,1,0.08047493403693931,0.8970588235294117,10.793183940242763,正月(DATE),元旦(DATE)
"八旗, 諸王",貝勒貝子,2,1,0.05408970976253298,0.9111111111111111,10.790972222222223,"八旗(SYS), 諸王(OFF)",貝勒貝子(OFF)
貝勒貝子,"八旗, 諸王",1,2,0.05408970976253298,0.640625,10.790972222222223,貝勒貝子(OFF),"八旗(SYS), 諸王(OFF)"
"大學士, 貝勒貝子",元旦,2,1,0.06860158311345646,0.896551724137931,10.787082649151614,"大學士(OFF), 貝勒貝子(OFF)",元旦(DATE)
元旦,"大學士, 貝勒貝子",1,2,0.06860158311345646,0.8253968253968252,10.787082649151612,元旦(DATE),"大學士(OFF), 貝勒貝子(OFF)"
"元旦, 朔",正月,2,1,0.07783641160949868,0.9672131147540984,10.781581485053039,"元旦(DATE), 朔(DATE)",正月(DATE)
正月,"元旦, 朔",1,2,0.07783641160949868,0.8676470588235294,10.781581485053039,正月(DATE),"元旦(DATE), 朔(DATE)"
堂子,正月,1,1,0.07519788918205805,0.9661016949152543,10.769192422731805,堂子(LOC),正月(DATE)
正月,堂子,1,1,0.07519788918205805,0.8382352941176471,10.769192422731805,正月(DATE),堂子(LOC)
"朔, 朝鮮國王",貝勒貝子,2,1,0.06464379947229551,0.9074074074074073,10.747106481481481,"朔(DATE), 朝鮮國王(PER)",貝勒貝子(OFF)
"堂子, 朝鮮國王",貝勒貝子,2,1,0.06464379947229551,0.9074074074074073,10.747106481481481,"堂子(LOC), 朝鮮國王(PER)",貝勒貝子(OFF)
貝勒貝子,"朔, 朝鮮國王",1,2,0.06464379947229551,0.765625,10.747106481481481,貝勒貝子(OFF),"朔(DATE), 朝鮮國王(PER)"
貝勒貝子,"堂子, 朝鮮國王",1,2,0.06464379947229551,0.765625,10.747106481481481,貝勒貝子(OFF),"堂子(LOC), 朝鮮國王(PER)"
"正月, 滿洲",貝勒貝子,2,1,0.051451187335092345,0.9069767441860465,10.742005813953488,"正月(DATE), 滿洲(GRP)",貝勒貝子(OFF)
貝勒貝子,"正月, 滿洲",1,2,0.051451187335092345,0.609375,10.742005813953488,貝勒貝子(OFF),"正月(DATE), 滿洲(GRP)"
"康熙, 藩王",正月,2,1,0.06992084432717678,0.9636363636363637,10.741711229946524,"康熙(DATE), 藩王(OFF)",正月(DATE)
正月,"康熙, 藩王",1,2,0.06992084432717678,0.7794117647058824,10.741711229946524,正月(DATE),"康熙(DATE), 藩王(OFF)"
藩王,"大學士, 諸王",1,2,0.06068601583113457,0.8214285714285714,10.735221674876847,藩王(OFF),"大學士(OFF), 諸王(OFF)"
"大學士, 諸王",藩王,2,1,0.06068601583113457,0.7931034482758621,10.735221674876847,"大學士(OFF), 諸王(OFF)",藩王(OFF)
"朔, 藩王",正月,2,1,0.06860158311345646,0.9629629629629628,10.73420479302832,"朔(DATE), 藩王(OFF)",正月(DATE)
正月,"朔, 藩王",1,2,0.06860158311345646,0.7647058823529411,10.73420479302832,正月(DATE),"朔(DATE), 藩王(OFF)"
"正月, 藩王",貝勒貝子,2,1,0.0633245382585752,0.9056603773584906,10.726415094339623,"正月(DATE), 藩王(OFF)",貝勒貝子(OFF)
"元旦, 藩王",貝勒貝子,2,1,0.0633245382585752,0.9056603773584906,10.726415094339623,"元旦(DATE), 藩王(OFF)",貝勒貝子(OFF)
貝勒貝子,"正月, 藩王",1,2,0.0633245382585752,0.7500000000000001,10.726415094339623,貝勒貝子(OFF),"正月(DATE), 藩王(OFF)"
貝勒貝子,"元旦, 藩王",1,2,0.0633245382585752,0.7500000000000001,10.726415094339623,貝勒貝子(OFF),"元旦(DATE), 藩王(OFF)"
"八旗, 大學士",藩王,2,1,0.05013192612137203,0.7916666666666666,10.715773809523808,"八旗(SYS), 大學士(OFF)",藩王(OFF)
藩王,"八旗, 大學士",1,2,0.05013192612137203,0.6785714285714286,10.715773809523808,藩王(OFF),"八旗(SYS), 大學士(OFF)"
"八旗, 大學士",堂子,2,1,0.052770448548812667,0.8333333333333333,10.706214689265536,"八旗(SYS), 大學士(OFF)",堂子(LOC)
堂子,"八旗, 大學士",1,2,0.052770448548812667,0.6779661016949152,10.706214689265536,堂子(LOC),"八旗(SYS), 大學士(OFF)"
"朔, 諸王",朝鮮國王,2,1,0.0633245382585752,0.7741935483870969,10.669794721407627,"朔(DATE), 諸王(OFF)",朝鮮國王(PER)
朝鮮國王,"朔, 諸王",1,2,0.0633245382585752,0.8727272727272728,10.669794721407625,朝鮮國王(PER),"朔(DATE), 諸王(OFF)"
"元旦, 滿洲",正月,2,1,0.05672823218997362,0.9555555555555556,10.651633986928104,"元旦(DATE), 滿洲(GRP)",正月(DATE)
正月,"元旦, 滿洲",1,2,0.05672823218997362,0.6323529411764706,10.651633986928104,正月(DATE),"元旦(DATE), 滿洲(GRP)"
堂子,貝勒貝子,1,1,0.06992084432717678,0.8983050847457628,10.639300847457628,堂子(LOC),貝勒貝子(OFF)
貝勒貝子,堂子,1,1,0.06992084432717678,0.828125,10.639300847457626,貝勒貝子(OFF),堂子(LOC)
"堂子, 康熙",貝勒貝子,2,1,0.06860158311345646,0.896551724137931,10.618534482758621,"堂子(LOC), 康熙(DATE)",貝勒貝子(OFF)
貝勒貝子,"堂子, 康熙",1,2,0.06860158311345646,0.8125,10.618534482758621,貝勒貝子(OFF),"堂子(LOC), 康熙(DATE)"
藩王,"諸王, 貝勒貝子",1,2,0.06200527704485488,0.8392857142857143,10.60297619047619,藩王(OFF),"諸王(OFF), 貝勒貝子(OFF)"
"諸王, 貝勒貝子",藩王,2,1,0.06200527704485488,0.7833333333333333,10.60297619047619,"諸王(OFF), 貝勒貝子(OFF)",藩王(OFF)
"元旦, 八旗",貝勒貝子,2,1,0.055408970976253295,0.8936170212765957,10.58377659574468,"元旦(DATE), 八旗(SYS)",貝勒貝子(OFF)
貝勒貝子,"元旦, 八旗",1,2,0.055408970976253295,0.65625,10.58377659574468,貝勒貝子(OFF),"元旦(DATE), 八旗(SYS)"
"大學士, 諸王",元旦,2,1,0.06728232189973615,0.8793103448275863,10.579638752052546,"大學士(OFF), 諸王(OFF)",元旦(DATE)
元旦,"大學士, 諸王",1,2,0.06728232189973615,0.8095238095238095,10.579638752052546,元旦(DATE),"大學士(OFF), 諸王(OFF)"
堂子,"朔, 諸王",1,2,0.06728232189973615,0.864406779661017,10.568069983597594,堂子(LOC),"朔(DATE), 諸王(OFF)"
"朔, 諸王",堂子,2,1,0.06728232189973615,0.8225806451612904,10.568069983597594,"朔(DATE), 諸王(OFF)",堂子(LOC)
貝勒貝子,朝鮮國王,1,1,0.06464379947229551,0.765625,10.551704545454546,貝勒貝子(OFF),朝鮮國王(PER)
貝勒貝子,"康熙, 朝鮮國王",1,2,0.06464379947229551,0.765625,10.551704545454546,貝勒貝子(OFF),"康熙(DATE), 朝鮮國王(PER)"
貝勒貝子,"朝鮮國王, 正月",1,2,0.06464379947229551,0.765625,10.551704545454546,貝勒貝子(OFF),"朝鮮國王(PER), 正月(DATE)"
貝勒貝子,"元旦, 朝鮮國王",1,2,0.06464379947229551,0.765625,10.551704545454546,貝勒貝子(OFF),"元旦(DATE), 朝鮮國王(PER)"
朝鮮國王,貝勒貝子,1,1,0.06464379947229551,0.8909090909090909,10.551704545454545,朝鮮國王(PER),貝勒貝子(OFF)
"康熙, 朝鮮國王",貝勒貝子,2,1,0.06464379947229551,0.8909090909090909,10.551704545454545,"康熙(DATE), 朝鮮國王(PER)",貝勒貝子(OFF)
"朝鮮國王, 正月",貝勒貝子,2,1,0.06464379947229551,0.8909090909090909,10.551704545454545,"朝鮮國王(PER), 正月(DATE)",貝勒貝子(OFF)
"元旦, 朝鮮國王",貝勒貝子,2,1,0.06464379947229551,0.8909090909090909,10.551704545454545,"元旦(DATE), 朝鮮國王(PER)",貝勒貝子(OFF)
藩王,正月,1,1,0.06992084432717678,0.9464285714285714,10.549894957983193,藩王(OFF),正月(DATE)
正月,藩王,1,1,0.06992084432717678,0.7794117647058824,10.549894957983193,正月(DATE),藩王(OFF)
"朔, 貝勒貝子",正月,2,1,0.06860158311345646,0.9454545454545454,10.53903743315508,"朔(DATE), 貝勒貝子(OFF)",正月(DATE)
正月,"朔, 貝勒貝子",1,2,0.06860158311345646,0.7647058823529411,10.53903743315508,正月(DATE),"朔(DATE), 貝勒貝子(OFF)"
"八旗, 滿洲",朝鮮國王,2,1,0.05013192612137203,0.76,10.474181818181819,"八旗(SYS), 滿洲(GRP)",朝鮮國王(PER)
朝鮮國王,"八旗, 滿洲",1,2,0.05013192612137203,0.6909090909090909,10.474181818181819,朝鮮國王(PER),"八旗(SYS), 滿洲(GRP)"
貝勒貝子,"滿洲, 諸王",1,2,0.05013192612137203,0.59375,10.466569767441861,貝勒貝子(OFF),"滿洲(GRP), 諸王(OFF)"
"滿洲, 諸王",貝勒貝子,2,1,0.05013192612137203,0.883720930232558,10.46656976744186,"滿洲(GRP), 諸王(OFF)",貝勒貝子(OFF)
"侍郎, 學士",兼禮部,2,1,0.05013192612137203,0.5507246376811594,10.436231884057971,"侍郎(OFF), 學士(OFF)",兼禮部(OFF)
兼禮部,"侍郎, 學士",1,2,0.05013192612137203,0.95,10.43623188405797,兼禮部(OFF),"侍郎(OFF), 學士(OFF)"
"諸王, 貝勒貝子",元旦,2,1,0.06860158311345646,0.8666666666666666,10.427513227513225,"諸王(OFF), 貝勒貝子(OFF)",元旦(DATE)
元旦,"諸王, 貝勒貝子",1,2,0.06860158311345646,0.8253968253968252,10.427513227513225,元旦(DATE),"諸王(OFF), 貝勒貝子(OFF)"
"八旗, 諸王",正月,2,1,0.055408970976253295,0.9333333333333333,10.403921568627451,"八旗(SYS), 諸王(OFF)",正月(DATE)
